customer_id,first_name,last_name,email,phone,date_of_birth,join_date,customer_segment
CUST-00769,Nicole,Williams,caitlin28@example.com,970.272.9379x877,1939-10-10,2021-10-27,Retail
CUST-00770,Jaime,Turner,vhoffman@example.net,001-394-583-1895x40434,1986-07-01,2022-11-19,Wealth
CUST-00771,Daniel,Jones,robertsjacqueline@example.com,817-475-7263x079,1973-03-27,2021-11-19,Corporate
CUST-00772,Cynthia,Crane,julie96@example.com,891.216.9817,1973-02-21,2023-12-01,Wealth
CUST-00773,Robert,Phillips,jennifer43@example.net,(296)780-8040x7271,1963-10-01,2025-11-13,Wealth
CUST-00774,Melinda,Gomez,rivassamantha@example.com,638.966.7392,1949-05-15,2021-11-29,Corporate
CUST-00775,Kristie,Butler,erikdavis@example.net,254.850.5370,1948-06-30,2026-01-29,Retail
CUST-00776,Jonathan,Allen,lawsondouglas@example.com,916.779.4368x83328,1969-03-16,2023-06-05,Wealth
CUST-00777,Heather,Jennings,warrenjames@example.net,719-852-1191,1958-02-21,2021-07-26,Retail
CUST-00778,Kelly,Jones,paulbarker@example.net,(350)602-7209x001,1940-09-19,2024-08-26,Retail
CUST-00779,Melinda,Bradley,hansenlinda@example.com,(908)669-5502x1327,1979-06-24,2026-02-17,Retail
CUST-00780,Amy,Parker,smithcolton@example.org,001-848-841-7288x31344,1987-01-17,2023-04-17,Corporate
CUST-00781,Thomas,Adams,hknox@example.com,441-283-8407,1990-07-13,2025-08-15,Corporate
CUST-00782,Kyle,Harrell,robertfox@example.net,(299)644-1338,1986-11-18,2022-10-20,Retail
CUST-00783,Elizabeth,Thompson,rbowers@example.net,(606)881-4540,1956-07-07,2022-11-07,Corporate
CUST-00784,Chase,Adams,rodriguezryan@example.org,409-771-3178x083,1999-12-12,2025-04-01,Corporate
CUST-00785,Amanda,Hughes,benjamin03@example.net,+1-338-293-5419,1977-09-20,2021-06-23,Wealth
CUST-00786,Anne,Blair,darrell71@example.org,987-399-0680x40009,1988-04-13,2021-08-07,Corporate
CUST-00787,Sarah,Fuentes,emilyhall@example.net,203.943.2595,1943-09-17,2023-03-28,Corporate
CUST-00788,Paul,Figueroa,adamsryan@example.org,+1-650-583-9705x21807,1955-01-19,2022-10-08,Wealth
CUST-00789,Craig,Roth,morrowmelissa@example.com,603.287.2118,1982-06-24,2023-09-26,Corporate
CUST-00790,James,Cunningham,erindavis@example.com,+1-223-874-0691x2452,1994-04-20,2025-08-19,Wealth
CUST-00791,Anthony,Smith,mthomas@example.org,(768)607-6066x5993,1972-03-09,2022-12-29,Wealth
CUST-00792,Douglas,Rosario,pamelawilson@example.com,698-947-2101x77081,1990-06-29,2022-11-02,Wealth
CUST-00793,Reginald,Anderson,ujordan@example.org,249.555.5730,1966-03-30,2023-01-24,Retail
CUST-00794,Christopher,Evans,wstewart@example.net,500.656.7264,1953-04-26,2024-03-05,Retail
CUST-00795,Kyle,Sanders,ujacobson@example.net,001-864-625-9787x71840,1937-10-06,2024-03-16,Wealth
CUST-00796,Michelle,Mclaughlin,trujillobrittany@example.net,831.803.5228x195,1992-05-23,2024-06-08,Retail
CUST-00797,Abigail,Wilson,uvaldez@example.net,(978)320-6956,1978-02-04,2024-07-30,Retail
CUST-00798,Christopher,Wilkerson,christopher27@example.net,+1-669-215-9981x9260,1960-01-09,2025-02-03,Wealth
CUST-00799,Ashley,Mendoza,vwilliams@example.com,994-385-4845,1949-05-18,2026-01-23,Retail
CUST-00800,James,Deleon,kari39@example.net,889.708.8169,1985-05-09,2026-03-10,Corporate
CUST-00801,Jeffrey,Dominguez,sarahhall@example.net,489.893.1956,1972-12-15,2024-02-02,Corporate
CUST-00802,Eric,Gordon,jeffreyjohnson@example.net,+1-219-995-4954x635,1964-11-06,2024-02-23,Retail
CUST-00803,Allison,Bentley,samuelgibbs@example.org,554-409-9846x93310,1936-03-25,2026-03-12,Retail
CUST-00804,Shaun,Duarte,castilloronald@example.net,001-712-200-8892x52806,1994-05-31,2022-04-07,Wealth
CUST-00805,Mariah,Sanchez,christophercarpenter@example.net,001-661-265-8240x2757,1997-06-05,2022-03-25,Corporate
CUST-00806,Sarah,Blair,nmoran@example.com,234-350-9183x4372,1945-07-26,2022-06-19,Wealth
CUST-00807,Crystal,Ramirez,toddgary@example.net,397.797.8630,1998-11-30,2024-01-11,Corporate
CUST-00808,Erica,Nunez,butlerronald@example.com,570.425.1447,1980-07-13,2026-02-21,Retail
CUST-00809,Tim,Clark,mary36@example.com,001-277-980-9060x5607,1966-08-15,2026-01-07,Retail
CUST-00810,Donald,Atkins,powersdonna@example.net,3256773859,1940-07-24,2022-09-05,Wealth
CUST-00811,Randy,Holmes,colleenwilson@example.com,620-493-5947,1949-04-21,2024-01-29,Retail
CUST-00812,Allison,Carroll,kiarasanders@example.net,328.572.7175x33100,2002-10-22,2025-10-29,Corporate
CUST-00813,Jamie,Davis,gina67@example.net,(558)526-7030x3261,1990-01-23,2024-12-25,Retail
CUST-00814,Michael,Gonzalez,lmercado@example.org,(875)573-6897x914,1945-01-14,2021-10-10,Retail
CUST-00815,Lisa,Hernandez,oward@example.org,(771)317-4306,1944-03-31,2024-04-20,Wealth
CUST-00816,David,Medina,hillpamela@example.net,(774)480-9880x833,1944-12-30,2023-12-15,Wealth
CUST-00817,Travis,Carter,qfarley@example.com,7377599252,1966-12-04,2025-02-26,Corporate
CUST-00818,Courtney,Miller,tyler62@example.net,5335496140,1936-05-05,2024-10-20,Retail
CUST-00819,Andrew,Williams,abyrd@example.com,242.600.8831x3798,1963-12-03,2022-10-29,Wealth
CUST-00820,Sheri,Beard,jamierivera@example.net,(724)644-8295,1985-10-06,2022-03-15,Wealth
CUST-00821,Sandra,Flores,kenneth82@example.com,750.394.4000,1958-03-12,2024-10-23,Wealth
CUST-00822,William,Riddle,fpope@example.net,541-910-4215,1966-04-09,2024-12-23,Wealth
CUST-00823,Lindsey,Gibson,crystal90@example.com,434.705.8550x3276,1954-01-26,2025-09-21,Corporate
CUST-00824,Michael,Luna,connor95@example.net,+1-456-728-3813x2495,1949-06-10,2025-10-06,Wealth
CUST-00825,Seth,Lawrence,stephaniedillon@example.org,(335)215-8445,1978-07-11,2023-06-24,Retail
CUST-00826,Bruce,Carter,robertsashley@example.com,5852750548,1960-01-17,2024-08-18,Retail
CUST-00827,Melissa,Smith,klester@example.net,440-903-1025x2834,1968-10-04,2025-04-07,Retail
CUST-00828,Nicole,Howell,brownjames@example.com,+1-579-688-6906x2674,2008-01-04,2025-08-17,Corporate
CUST-00829,John,Hampton,tonya97@example.net,001-635-809-7160x6817,1978-09-11,2025-02-09,Corporate
CUST-00830,Robert,Brown,hillnathaniel@example.net,(563)256-2832x172,1967-09-27,2022-06-13,Corporate
CUST-00831,Gregory,Reed,robinsullivan@example.org,(399)210-6547,1957-07-31,2024-08-07,Retail
CUST-00832,Clifford,Hill,oneillrobert@example.net,(222)842-5160,1991-09-23,2025-01-13,Wealth
CUST-00833,Raymond,Miller,yoderalexis@example.com,001-882-456-2110x2525,1951-04-16,2023-02-01,Wealth
CUST-00834,Robert,Barrett,nicholsonkathy@example.net,+1-412-551-1130x89288,1988-04-27,2023-04-25,Corporate
CUST-00835,Ian,Benitez,cpaul@example.com,346.901.6695,1951-06-11,2025-02-03,Corporate
CUST-00836,Jennifer,Ruiz,floydcynthia@example.org,304.550.5136x536,2007-06-18,2022-03-16,Corporate
CUST-00837,Chris,Harris,adam03@example.com,660.641.8656,1974-08-07,2023-12-05,Retail
CUST-00838,Jessica,Camacho,yswanson@example.org,001-452-346-5858x3499,1969-10-29,2022-01-24,Retail
CUST-00839,Brian,Macdonald,blevinstracy@example.net,5534111576,1937-07-30,2021-10-25,Wealth
CUST-00840,Nicole,Castillo,dixonstephanie@example.org,(828)342-0614,1935-08-14,2022-03-24,Wealth
CUST-00841,Jason,Velasquez,sarah09@example.org,+1-378-863-7849x0175,1977-10-06,2021-12-22,Corporate
CUST-00842,Kendra,Martin,yfernandez@example.com,819.270.1758,1989-04-13,2023-06-24,Wealth
CUST-00843,Karen,Mills,yvettegray@example.net,357-709-8318x1675,1999-11-11,2024-08-12,Retail
CUST-00844,William,Gibbs,imercado@example.net,737-961-8643,1962-04-14,2024-01-17,Corporate
CUST-00845,Randall,Lewis,annettecohen@example.com,990.865.0935,1949-04-02,2021-05-01,Corporate
CUST-00846,Timothy,Navarro,grayricardo@example.net,+1-710-644-5896x347,2001-01-04,2021-08-08,Corporate
CUST-00847,Traci,Hall,fowlernathan@example.net,(226)428-8952x620,1976-11-11,2021-12-31,Retail
CUST-00848,Tiffany,Perry,michael66@example.com,+1-912-665-8844x65787,1959-04-04,2025-02-23,Wealth
CUST-00849,Dustin,Jackson,johnsonmallory@example.org,001-646-795-2821x49857,1939-07-24,2021-07-05,Wealth
CUST-00850,Amy,Gonzalez,paul00@example.com,5654684592,1947-06-24,2026-01-25,Wealth
CUST-00851,Melissa,Horton,troy66@example.org,(768)721-7867x949,1996-06-21,2023-08-13,Corporate
CUST-00852,Alyssa,Mccoy,wellsemily@example.com,2542026565,1936-08-10,2022-04-28,Corporate
CUST-00853,Pamela,Young,amyjones@example.net,+1-746-846-3755x0346,1996-12-03,2025-08-12,Corporate
CUST-00854,Tina,Allen,kenneth67@example.org,797-755-2936,1955-02-07,2026-01-13,Retail
CUST-00855,Jennifer,Taylor,ashley07@example.net,(998)757-5656,1973-02-16,2021-10-16,Wealth
CUST-00856,Jessica,Williams,annawatson@example.org,528.782.8156x589,1975-03-01,2023-08-20,Retail
CUST-00857,John,Gutierrez,vleonard@example.com,506-905-0932x60727,1942-05-02,2025-03-15,Wealth
CUST-00858,Robin,Lewis,christopherday@example.org,+1-451-965-7766x42703,1970-10-28,2022-03-08,Wealth
CUST-00859,Alex,Rodriguez,ruizangelica@example.net,(564)482-1626,1975-12-19,2024-06-15,Retail
CUST-00860,Philip,Larson,cball@example.net,(216)794-6219x24466,1984-09-30,2022-02-02,Corporate
CUST-00861,Christopher,Medina,marcusbradshaw@example.com,945.589.4670,1945-01-14,2021-12-17,Retail
CUST-00862,Robert,Santos,qlewis@example.com,390-580-6138,1976-06-11,2021-11-20,Corporate
CUST-00863,Christopher,Lopez,jasmine02@example.com,(634)278-5129x7561,1968-12-10,2025-04-30,Wealth
CUST-00864,Gary,Huffman,johnserrano@example.com,967.276.5436,1969-02-07,2022-06-18,Wealth
CUST-00865,Andrew,Rodriguez,juliepope@example.org,+1-572-201-7348x6162,2000-05-16,2025-02-01,Corporate
CUST-00866,Jose,Mitchell,kaylaclements@example.net,449-233-5735x9779,1985-01-02,2021-04-27,Corporate
CUST-00867,Maria,Herrera,dominiquehogan@example.net,+1-328-288-1062x3890,1941-01-29,2022-08-19,Corporate
CUST-00868,Ann,Mason,myersrebecca@example.com,(503)900-9189x97565,1942-06-04,2024-05-25,Corporate
CUST-00869,Melanie,Cunningham,kirsten33@example.org,(746)330-1999,1996-05-21,2023-10-07,Wealth
CUST-00870,Michael,Palmer,cjones@example.net,458-516-9303,1992-10-06,2025-01-01,Corporate
CUST-00871,Jennifer,Kelly,hernandezadam@example.com,(539)367-3166,1964-02-17,2025-12-11,Wealth
CUST-00872,Justin,Moore,riverashannon@example.net,+1-421-835-1969x1335,1990-11-06,2024-07-26,Wealth
CUST-00873,Amy,Craig,wyattchristopher@example.com,(201)885-2315,1973-12-01,2026-02-27,Corporate
CUST-00874,Eric,Foster,rwhite@example.org,+1-581-999-3001x323,1970-03-08,2023-08-11,Retail
CUST-00875,Seth,Molina,tchase@example.com,+1-788-603-7105x505,1970-12-14,2025-05-22,Retail
CUST-00876,Gerald,Bradshaw,sophia10@example.com,001-797-362-9279,1982-05-31,2022-11-11,Retail
CUST-00877,Natasha,Miller,lmadden@example.com,263-232-2713x151,1985-05-12,2024-02-26,Wealth
CUST-00878,Victoria,Morgan,iporter@example.org,5478287417,1935-09-10,2022-02-12,Corporate
CUST-00879,Kimberly,Smith,clopez@example.net,+1-570-605-3100x262,1948-11-13,2024-01-13,Retail
CUST-00880,Lauren,Kramer,bcastro@example.net,420-440-8525x034,1972-09-07,2021-05-03,Retail
CUST-00881,Jared,Mcclain,tonydoyle@example.com,591.683.4844,1992-11-07,2023-10-15,Corporate
CUST-00882,Mark,Torres,megan95@example.org,(591)939-2394x4539,1983-05-05,2024-08-05,Corporate
CUST-00883,Michelle,Ward,tayloralejandra@example.com,7985990742,1963-10-09,2025-09-11,Retail
CUST-00884,Amber,Brown,dpierce@example.com,864.213.1570x326,1996-03-15,2021-11-27,Wealth
CUST-00885,Justin,Turner,fgarcia@example.org,001-755-731-9121x98711,1949-06-11,2025-11-14,Wealth
CUST-00886,Kevin,Miller,tamarahughes@example.org,(710)226-2895x067,2008-02-24,2021-10-23,Wealth
CUST-00887,Vanessa,Nixon,williamslorraine@example.com,+1-710-278-9624x148,1983-10-23,2023-10-28,Corporate
CUST-00888,Sophia,Smith,rebeccamoreno@example.net,001-233-877-1119x52816,2003-09-25,2023-07-08,Corporate
CUST-00889,Sarah,Mendoza,james59@example.com,(528)476-7182x24649,1993-01-17,2025-03-06,Retail
CUST-00890,David,Nelson,diana96@example.org,(280)565-6137x643,1983-06-27,2022-10-17,Wealth
CUST-00891,Stacy,Bell,renee32@example.com,(450)432-5039,1946-09-03,2021-12-11,Retail
CUST-00892,Kathryn,Thomas,zwilson@example.com,+1-503-523-5554x003,1949-08-17,2023-06-17,Wealth
CUST-00893,Andrea,Smith,bbryant@example.net,958.246.9248x7374,1992-04-22,2022-02-05,Retail
CUST-00894,Hunter,Freeman,xcortez@example.org,001-637-578-1878x4189,1986-09-13,2022-04-02,Wealth
CUST-00895,Trevor,Willis,kathleensilva@example.net,001-277-553-5912x126,1939-05-02,2022-06-27,Corporate
CUST-00896,Carrie,Alvarado,ashley92@example.org,873-253-4051,1978-07-27,2022-02-12,Retail
CUST-00897,Jodi,Dunn,katherine23@example.org,001-267-523-7132x58043,1996-08-03,2021-09-03,Retail
CUST-00898,Gloria,Collins,nhooper@example.net,722-556-5905x8636,1989-07-06,2022-03-09,Corporate
CUST-00899,James,Arellano,matthew79@example.net,001-731-883-4879,1986-11-02,2023-10-22,Corporate
CUST-00900,Kevin,Pierce,kaylee38@example.org,391-803-0360x6142,1968-06-09,2022-05-06,Corporate
CUST-00901,Courtney,Vargas,ntate@example.com,926-886-3436x113,1987-05-30,2024-10-07,Retail
CUST-00902,Julie,Levine,paige51@example.net,001-985-904-5047,1947-06-20,2023-06-14,Retail
CUST-00903,Jesse,Ramirez,johnroberts@example.net,(821)428-3943,1977-06-25,2026-03-11,Retail
CUST-00904,Brian,Adams,robertthompson@example.com,(292)410-4676x502,1972-01-14,2023-07-19,Corporate
CUST-00905,Christina,Conrad,cobbpatricia@example.com,480-992-0720,1969-10-30,2025-03-25,Corporate
CUST-00906,Jasmine,Roberts,lmann@example.net,688-294-5041,2006-01-08,2022-03-23,Wealth
CUST-00907,Alex,Hall,sarah95@example.com,466.920.8038,2006-08-10,2021-04-09,Retail
CUST-00908,Alicia,King,cindy28@example.org,915.464.0329x641,1937-08-28,2021-10-27,Corporate
CUST-00909,Mark,Martin,mitchell24@example.com,+1-930-979-0063x079,1974-03-23,2021-06-30,Corporate
CUST-00910,Nicholas,Gross,johnmason@example.com,258.534.9432x15234,1947-10-05,2025-07-23,Wealth
CUST-00911,Linda,Chase,ronald36@example.com,+1-646-489-3537,1983-05-27,2023-08-16,Retail
CUST-00912,Michaela,Brown,pbooth@example.com,+1-767-376-0577,1940-03-21,2022-12-16,Corporate
CUST-00913,Kathy,Ellis,joshuaruiz@example.com,(427)651-4965x3174,1991-01-13,2021-09-24,Corporate
CUST-00914,Christopher,Paul,morrisabigail@example.org,770.347.3812,1981-08-23,2024-02-17,Wealth
CUST-00915,Martin,Andrews,thomas24@example.net,268-984-2953,1950-09-07,2022-11-09,Corporate
CUST-00916,James,Cook,ricekristi@example.net,001-966-398-2372x058,1997-02-02,2021-10-01,Corporate
CUST-00917,Katrina,Anderson,kwashington@example.net,001-663-694-0505x895,2000-03-01,2023-12-03,Retail
CUST-00918,Michael,Garrison,jasmine68@example.com,(593)243-1485x42164,1938-08-19,2025-05-24,Corporate
CUST-00919,Cassandra,Walker,mreyes@example.com,983-475-0559,1960-10-28,2025-03-31,Corporate
CUST-00920,Brandy,Sutton,stephen02@example.org,475.465.6090x21002,2005-01-26,2021-08-15,Corporate
CUST-00921,Nancy,Frost,darlenemarquez@example.com,255-926-8361x200,1959-02-05,2023-11-26,Wealth
CUST-00922,Amanda,Skinner,tpreston@example.net,762-291-0805x7152,1961-04-17,2025-01-04,Corporate
CUST-00923,Laura,Bradford,conleyelizabeth@example.org,444-924-3614x7038,1947-06-30,2024-06-02,Corporate
CUST-00924,Kenneth,Elliott,jonesrachel@example.com,4777165072,1986-01-22,2023-08-27,Retail
CUST-00925,Debra,Young,iharris@example.net,+1-459-994-7850,1988-07-03,2023-01-13,Retail
CUST-00926,Allison,Brown,kirsten17@example.net,327-877-8260,1950-10-20,2021-08-15,Corporate
CUST-00927,Mitchell,Bradley,james95@example.org,271.246.4584x504,1956-07-19,2023-07-16,Retail
CUST-00928,Matthew,Alexander,kenneth54@example.com,2175480312,1999-05-31,2025-07-12,Retail
CUST-00929,Bonnie,Douglas,qcarson@example.com,(680)803-8588x0836,1938-02-28,2023-11-04,Corporate
CUST-00930,Alicia,Rosales,cgross@example.net,001-414-337-6361,1963-09-18,2021-07-24,Corporate
CUST-00931,Robert,Wilcox,ogibson@example.org,208.506.2277x3911,1995-07-12,2022-01-03,Corporate
CUST-00932,Aaron,Sanchez,robert88@example.net,+1-751-234-7556,1939-04-15,2021-08-16,Retail
CUST-00933,Ryan,Esparza,jameshill@example.net,(271)762-7945x3869,2002-08-03,2024-04-30,Wealth
CUST-00934,Tracy,Greene,dwilliams@example.net,(331)464-0558,1941-03-04,2022-02-10,Wealth
CUST-00935,Gabrielle,Young,michaelkeller@example.net,911-268-1413,1958-12-08,2022-02-19,Wealth
CUST-00936,Paula,Carter,courtney28@example.com,001-409-472-5292x53687,1950-08-20,2024-06-28,Corporate
CUST-00937,Matthew,Wells,nicholas40@example.org,001-742-505-3113x7561,1967-05-26,2022-04-12,Retail
CUST-00938,Sarah,Lopez,richardnewman@example.net,960.509.0641,1943-01-23,2024-01-13,Corporate
CUST-00939,Thomas,Nash,michael12@example.org,208-228-2671x4048,1972-05-19,2025-04-19,Wealth
CUST-00940,Carrie,Cannon,williamsricardo@example.net,664.206.5877,1951-03-22,2022-03-17,Wealth
CUST-00941,Kim,Rodriguez,cfarmer@example.net,625.696.4582x96543,1972-11-24,2022-07-22,Wealth
CUST-00942,William,Graves,william29@example.net,822-771-1652x348,1962-11-26,2024-05-28,Corporate
CUST-00943,Ian,Thompson,mossrichard@example.org,+1-327-878-7119x441,1989-07-19,2023-07-18,Wealth
CUST-00944,Michael,Jordan,kristinwoods@example.org,872.333.2456,1976-07-10,2025-02-14,Wealth
CUST-00945,Michael,Wolf,mayshawn@example.net,374.630.9728x35061,1981-09-23,2022-11-25,Corporate
CUST-00946,Keith,White,montesjason@example.com,739.496.6447,1975-01-21,2023-09-16,Retail
CUST-00947,Scott,Miller,oliviahorn@example.net,528-388-8954x8514,1958-02-10,2021-06-06,Corporate
CUST-00948,Christopher,Harris,alicia12@example.com,(349)653-1843x64993,1987-05-28,2025-04-06,Corporate
CUST-00949,Jessica,Randolph,wilsonangela@example.com,227.478.9560,1958-01-08,2023-05-25,Wealth
CUST-00950,Alejandro,Bush,castilloanthony@example.com,+1-561-892-5509,1955-10-14,2026-02-13,Wealth
CUST-00951,Michael,Delgado,tstafford@example.net,748-602-2259x760,1999-06-30,2024-01-21,Corporate
CUST-00952,Matthew,Bowman,larry20@example.net,842-395-3495,1990-01-01,2025-05-15,Wealth
CUST-00953,Joanna,Casey,nicholasmorgan@example.org,(702)805-4680,1953-11-25,2022-11-26,Corporate
CUST-00954,Samuel,Johnson,munozkatherine@example.com,812-748-7671,1954-12-30,2024-01-15,Wealth
CUST-00955,Kevin,Yang,meaganbarnes@example.net,+1-987-750-2726,1993-08-03,2021-07-06,Corporate
CUST-00956,Bailey,Bryan,angela80@example.org,568.307.3625,2005-06-13,2022-07-31,Retail
CUST-00957,John,Zimmerman,kelly19@example.org,001-670-675-6553,1981-05-05,2024-09-27,Corporate
CUST-00958,Denise,Reyes,john84@example.org,(768)703-5997x243,1976-07-04,2025-04-28,Wealth
CUST-00959,Phillip,Brown,danieltyler@example.net,283-250-1399x71409,1978-09-01,2025-08-15,Retail
CUST-00960,Kelly,Robinson,darrell24@example.net,781-362-5718,1962-07-07,2021-09-09,Retail
CUST-00961,Cameron,Shaw,pperez@example.org,001-358-216-4760x200,2007-11-09,2023-09-26,Corporate
CUST-00962,Mary,Smith,pthomas@example.org,001-321-572-0319x7260,1978-03-05,2025-05-27,Retail
CUST-00963,Michael,Singh,iramirez@example.org,001-847-519-0119x76366,1951-10-16,2025-04-08,Wealth
CUST-00964,Lawrence,Morgan,douglasparsons@example.com,001-953-600-0494x54419,2001-07-19,2021-04-25,Retail
CUST-00965,Jennifer,Walsh,ashleyblevins@example.org,288-426-9098x643,1944-05-28,2026-04-01,Retail
CUST-00966,Evan,Cooley,james86@example.net,465.818.8416x215,1939-02-10,2024-07-11,Retail
CUST-00967,Robert,Dixon,justin71@example.org,+1-363-737-3772x205,2007-10-30,2022-12-10,Wealth
CUST-00968,Paul,Miller,kmiller@example.com,001-842-677-9364,2003-02-14,2026-02-09,Wealth
CUST-00969,Ryan,Valencia,wilsonmelissa@example.org,001-903-693-7772,1954-01-07,2022-08-03,Wealth
CUST-00970,Susan,Combs,khandana@example.com,+1-852-910-3712x1709,1950-09-10,2022-12-20,Wealth
CUST-00971,Jason,Williamson,joseph29@example.net,299.436.9341x406,1959-06-03,2023-11-22,Retail
CUST-00972,Eric,Green,dwilcox@example.net,241.466.2356,1956-10-13,2021-04-21,Corporate
CUST-00973,Jared,Johnson,eelliott@example.com,+1-867-572-5676x36883,1978-06-12,2025-11-28,Corporate
CUST-00974,Vanessa,Perkins,john31@example.com,692-315-3375,1973-10-02,2022-06-08,Retail
CUST-00975,Karen,Strickland,zhenry@example.com,(485)611-7061,1942-12-09,2023-12-26,Corporate
CUST-00976,Christy,Wagner,bespinoza@example.net,3526173869,1976-04-29,2023-08-28,Wealth
CUST-00977,Tyler,Hughes,phillipatkinson@example.org,682.277.9285,1956-12-29,2021-06-06,Corporate
CUST-00978,John,Knox,emily82@example.org,456.950.3913,2001-02-17,2021-10-09,Corporate
CUST-00979,Linda,Thomas,thomasmorgan@example.org,2485501341,1975-06-02,2023-12-08,Corporate
CUST-00980,Jennifer,Walker,uwilliams@example.org,512-977-4686x2002,1964-10-13,2023-06-15,Wealth
CUST-00981,Michael,Christian,millercaleb@example.org,(249)686-9563,1975-04-25,2025-06-21,Wealth
CUST-00982,Julie,Tyler,jodi39@example.org,(555)930-3616,1962-07-25,2023-01-16,Corporate
CUST-00983,Peggy,Morales,randywilliams@example.net,275-732-8899,1938-07-16,2025-01-18,Corporate
CUST-00984,Justin,Brown,lisahoffman@example.org,001-773-332-4356x065,1997-09-11,2021-06-02,Retail
CUST-00985,Teresa,Knapp,fbowen@example.org,001-738-687-5019x7355,1958-05-09,2023-03-07,Retail
CUST-00986,Jessica,Lewis,russellgarcia@example.net,919.315.2237x5207,1978-09-09,2022-09-25,Corporate
CUST-00987,Patricia,Moreno,whitneybrock@example.net,+1-849-575-4775x2857,1945-12-29,2022-01-10,Corporate
CUST-00988,Jacob,Campos,uowens@example.org,759.669.1299x62789,1956-09-14,2023-06-21,Corporate
CUST-00989,Laurie,Donovan,anthonycarney@example.org,(768)288-9564x1844,1992-05-29,2024-04-01,Corporate
CUST-00990,Jaime,Levine,alisonsaunders@example.org,(908)870-2795,1970-08-23,2023-11-07,Retail
CUST-00991,Danielle,King,amandamoore@example.org,001-949-456-9111x517,1974-01-29,2022-09-26,Retail
CUST-00992,Melissa,Ellis,nyoung@example.com,2768256470,1968-02-18,2021-05-08,Wealth
CUST-00993,Kimberly,Pearson,christophercampos@example.net,424-860-0336,1971-03-14,2022-06-16,Corporate
CUST-00994,Joshua,Webb,janeburnett@example.com,001-815-481-2994,1975-06-24,2021-12-27,Corporate
CUST-00995,Brittany,Wilkerson,scottsimon@example.net,531.304.5826x789,1951-11-13,2022-09-22,Wealth
CUST-00996,Rodney,Smith,rjones@example.com,+1-257-217-6483,1972-06-21,2025-12-02,Corporate
CUST-00997,Joseph,Wheeler,lcopeland@example.com,001-280-915-9050x548,2004-06-17,2021-11-11,Wealth
CUST-00998,Joseph,Johnson,lgreen@example.com,+1-443-460-4688x5006,1992-09-02,2021-10-31,Retail
CUST-00999,Jason,Kent,igraves@example.org,5866431742,1988-06-24,2021-04-10,Corporate
CUST-01000,William,Mccarthy,uwalker@example.org,001-644-630-0083x889,1964-08-16,2025-12-30,Corporate
